route,label,predicted_category,confidence,description,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02693.jpg,none,none,0.95,"The image displays a clear, sunny outdoor scene with no visible signs of fire, smoke, or heat haze.",8633.5,887.7,7448.5,1432,500,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02695.jpg,none,none,0.95,"The image displays a clear, sunny outdoor scene with no visible signs of fire, smoke, or heat haze.",7225.3,899.6,6038.5,1432,406,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02705.jpg,none,none,0.95,No fire or smoke signals detected in this daylight scene showing a road lined with trees and utility poles.,8020.4,889.8,6860.3,1432,461,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02710.jpg,none,none,0.95,The image shows a clear daytime scene with no visible smoke or flames.,7879.5,891.1,6704.0,1432,451,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02715.jpg,none,none,1.0,"The image displays a clear daytime scene with vegetation and infrastructure, showing no signs of smoke, flames, or heat haze.",8668.4,900.8,7467.5,1432,499,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02720.jpg,none,none,0.95,"The image shows a clear daytime scene with no visible smoke, flames, or heat haze.",7176.6,881.2,5952.9,1432,398,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02745.jpg,none,none,0.95,"The image displays a night scene with artificial street lighting and distant lights, but no visible fire hotspots or smoke plumes are present.",12375.0,880.8,11192.8,1432,744,66.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02747.jpg,none,none,0.95,No fire or smoke detected; the bright light source is a street lamp and the faint upper area appears to be clouds or atmospheric haze.,9417.5,874.9,8284.9,1432,553,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02752.jpg,none,none,0.95,"No fire signals such as smoke columns, flames, or heat haze are visible in this daytime landscape image.",9070.5,895.1,7888.9,1432,529,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02753.jpg,none,none,0.95,No fire signals or smoke are visible in the landscape scene.,9171.2,884.7,8008.1,1432,537,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02756.jpg,none,none,0.95,"The image displays a night scene with artificial street lighting and distant lights on a ridge, but no irregular hotspots or smoke plumes indicative of a fire are visible.",14454.9,890.3,13255.3,1432,888,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02767.jpg,none,none,0.95,"The image displays a hazy, foggy mountain landscape with no visible flames, hotspots, or distinct smoke columns rising from the ground.",15460.8,898.1,14249.9,1432,952,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02768.jpg,none,none,0.95,"The image displays a hazy, overcast landscape with no visible flames, hotspots, or distinct smoke plumes rising from the ground, suggesting the grayish atmosphere is natural fog or cloud cover rather than smoke.",11119.8,893.3,9951.7,1432,666,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02771.jpg,none,none,0.95,"The image displays a hazy, overcast landscape with no visible flames, hotspots, or distinct smoke plumes rising from the ground.",10109.8,887.2,8931.5,1432,599,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02775.jpg,none,none,0.95,"The image displays a landscape obscured by fog or mist, likely due to morning atmospheric conditions, with no visible flames, hotspots, or distinct smoke plumes originating from the ground.",26319.1,903.7,25048.7,1432,1669,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02777.jpg,none,none,0.95,No fire or smoke is visible in this daytime landscape image.,7229.2,892.1,6072.4,1432,407,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02782.jpg,none,none,0.95,"The image shows a rainy landscape with hills and lens droplets, showing no signs of fire or smoke.",7557.9,874.2,6394.1,1432,429,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02795.jpg,none,none,0.95,"The image displays a night scene with structured artificial lighting from buildings and streetlamps, but no irregular bright spots or smoke plumes indicative of a fire are visible.",13878.6,894.5,12655.1,1432,846,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02824.jpg,none,none,0.98,No fire or smoke signals detected in the landscape view.,10173.0,882.9,8998.2,1432,602,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02828.jpg,none,none,0.95,No fire signals such as smoke or flames are visible in this landscape scene.,7823.3,886.3,6695.6,1432,449,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02835.jpg,none,none,0.95,"No fire signals, smoke columns, or heat haze are visible in the landscape scene, with the horizon glow consistent with sunset lighting.",11112.4,886.3,9932.1,1432,662,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02842.jpg,none,none,0.95,"No fire signals such as smoke columns, flames, or heat haze are visible in this landscape view.",8443.1,880.2,7309.4,1432,487,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02849.jpg,none,none,0.98,No fire signals or smoke plumes are visible in the landscape view of hills and a parking lot under cloudy skies.,11707.9,892.7,10516.9,1432,701,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02855.jpg,none,none,0.95,"The image displays a dusk scene with artificial streetlights and natural clouds, but no signs of fire or smoke are visible.",9601.0,887.2,8426.4,1432,564,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02861.jpg,none,none,0.95,"The image displays a rainy landscape with water droplets on the lens, but no smoke or flames are visible.",8494.3,900.3,7317.9,1432,489,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02876.jpg,none,none,0.95,"The image displays a rainy landscape with water droplets on the camera lens and cloudy skies, showing no evidence of fire, flames, or smoke.",9814.5,909.8,8601.2,1432,572,66.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02878.jpg,none,none,0.95,"The image displays a cloudy landscape with wet ground and lens artifacts, but no smoke columns, flames, or heat haze are visible.",9211.5,888.9,8057.3,1432,537,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02879.jpg,none,none,0.95,"The image displays a landscape with green hills and a parking lot under cloudy skies with rain droplets on the lens, showing no signs of smoke or flames.",8705.2,888.6,7532.6,1432,503,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02883.jpg,none,none,0.95,No fire signals detected; the image shows a cloudy landscape with water droplets on the lens but no smoke or flames.,7877.5,880.6,6719.3,1432,449,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02886.jpg,none,none,0.95,No fire or smoke signals detected; the image shows a cloudy day with raindrops on the lens and natural landscape features.,8197.7,892.9,7030.9,1432,469,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02888.jpg,none,none,0.95,"The image shows a landscape with green hills and some structures on the ridges under a sky with cloud formations, but no visible fire, flames, or smoke plumes are detected.",31881.9,894.4,30609.6,1432,2030,66.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02900.jpg,none,none,0.95,No fire signals or smoke are visible in this daytime landscape image.,7954.0,902.1,6782.3,1432,452,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02901.jpg,none,none,0.95,"No fire signals detected, showing a landscape with natural clouds and vegetation.",8054.4,881.3,6890.9,1432,461,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02908.jpg,none,none,0.95,"The image displays a clear daytime landscape with green hills and a parking lot, showing no signs of smoke, flames, or heat haze.",9562.2,901.8,8403.6,1432,562,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02911.jpg,none,none,0.95,"No fire signals such as smoke columns, flames, or heat haze are visible in this daytime landscape image.",10279.3,890.6,9112.2,1432,610,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02918.jpg,none,none,0.95,No fire or smoke signals detected in the landscape scene.,8506.0,887.5,7340.8,1432,493,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02924.jpg,none,smoke,0.85,"A large, diffuse gray smoke plume is rising from the hills in the background, obscuring the sky and distant features.",13956.0,888.5,12754.4,1432,856,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02933.jpg,none,none,0.95,"The image displays a night scene with structured artificial lighting from streetlamps and distant buildings, showing no evidence of fire hotspots or smoke plumes.",10075.4,889.2,8882.7,1432,596,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02938.jpg,none,both,0.9,"A large, diffuse grayish plume of smoke is rising from the horizon and obscuring the sky, while bright, overexposed white spots in the distance indicate active fire sources.",26825.7,907.2,25575.3,1432,1708,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02941.jpg,none,both,0.85,"A large grayish smoke plume is visible rising from the horizon on the right side, accompanied by a line of bright, overexposed hotspots that indicate active fires.",32406.3,888.2,31158.9,1432,2075,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02943.jpg,none,smoke,0.8,"A large, diffuse grayish-white plume of smoke is visible rising above the horizon and obscuring the distant city lights, while the foreground shows a structured area with streetlights.",15451.9,892.6,14233.6,1432,946,66.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02946.jpg,none,both,0.85,Nighttime view showing smoke rising from the horizon with bright fire hotspots visible in the distance.,11629.3,885.6,10476.0,1432,700,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02948.jpg,none,smoke,0.9,"A large, diffuse grayish plume of smoke is visible rising from the distant horizon, obscuring the sky and distant lights.",16742.6,923.8,15499.9,1432,1034,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02953.jpg,none,none,0.95,"The image displays a misty, overcast landscape with no visible flames, smoke plumes, or heat haze, indicating normal weather conditions.",10502.4,898.4,9301.5,1432,621,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02954.jpg,none,none,0.95,"The image displays a misty, overcast landscape with a parking lot and green hills, but there are no visible flames, smoke plumes, or heat haze indicative of a fire.",9908.0,899.9,8730.9,1432,582,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02958.jpg,none,none,0.95,"The image displays a cloudy, misty landscape with no visible flames or smoke plumes, only natural atmospheric conditions like fog and low clouds.",12215.0,882.0,11047.1,1432,736,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02960.jpg,none,none,0.95,"The image displays a misty, overcast landscape with no visible fire or smoke plumes.",9522.3,886.4,8342.4,1432,556,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02962.jpg,none,none,0.95,"The image shows an overcast landscape with natural fog or low clouds on the hills, but no fire signals like flames or smoke are present.",11076.4,887.8,9927.3,1432,660,66.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02966.jpg,none,none,0.95,"The image displays a green hillside with a large, diffuse gray cloud formation in the sky, but there are no visible flames, hotspots, or smoke plumes originating from the ground.",36527.2,886.6,35268.9,1432,2336,66.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02970.jpg,none,none,0.95,"The image displays a foggy landscape with a parking lot and hills, but there are no visible flames, hotspots, or smoke plumes indicating a fire.",9945.5,896.4,8785.3,1432,586,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02992.jpg,none,none,0.95,No fire signals detected; the image shows a cloudy landscape with lens artifacts and natural vegetation.,10299.3,893.7,9074.7,1432,606,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02999.jpg,none,none,0.95,"The image displays a foggy, overcast landscape with no visible signs of fire, smoke, or heat haze; the atmospheric haze is consistent with weather conditions rather than smoke.",10459.5,889.3,9287.1,1432,619,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03001.jpg,none,none,0.98,"The image displays a foggy landscape with no visible smoke plumes, flames, or hotspots, indicating normal atmospheric conditions rather than a fire event.",9650.3,881.3,8478.0,1432,566,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03010.jpg,none,none,0.95,"The image displays a foggy landscape with no visible smoke columns, flames, or heat haze, indicating normal atmospheric conditions rather than a fire event.",9188.2,879.2,8054.9,1432,540,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03013.jpg,none,none,0.95,"The image displays a foggy, overcast landscape with a road and vegetation, but there are no visible flames, smoke plumes, or heat haze indicative of a fire.",10061.9,883.1,8915.0,1432,598,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03014.jpg,none,none,0.95,No fire signals detected; the image shows a foggy landscape with no visible smoke or flames.,7897.9,890.4,6726.6,1432,451,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03020.jpg,none,none,0.95,"No fire signals detected; the image shows a foggy landscape with a road and vegetation, but no smoke or flames are visible.",8971.0,880.7,7818.3,1432,525,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03021.jpg,none,none,0.95,No fire signals or smoke are visible in this foggy landscape scene.,9824.2,885.6,8666.8,1432,581,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03026.jpg,none,none,0.95,"The image shows a hilly landscape with morning mist and clouds, but no visible fire, flames, or smoke plumes originating from the ground are present.",17591.1,884.4,16400.3,1432,1099,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03039.jpg,none,smoke,0.85,"A grayish smoke plume is visible drifting across the sky above the green hills, obscuring the horizon unnaturally.",35227.5,882.1,34002.3,1432,2250,66.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03048.jpg,none,none,0.95,"The image displays a hilly landscape with morning mist and clouds near the peaks, but there are no visible flames, hotspots, or unnatural smoke plumes indicating a fire.",11035.8,895.2,9840.7,1432,659,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03055.jpg,none,none,0.95,"The image displays a foggy, overcast landscape with wet roads and vegetation, but shows no signs of smoke plumes, flames, or heat haze.",9812.8,883.6,8676.1,1432,578,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03056.jpg,none,smoke,0.8,"A grayish smoke plume is visible rising from the hillside, obscuring the upper terrain and blending with the low-hanging clouds.",16825.1,901.2,15632.9,1432,1039,66.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03057.jpg,none,none,0.95,No fire signals detected; the image shows a foggy landscape with a road and vegetation.,9094.0,901.9,7896.1,1432,525,66.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03059.jpg,none,none,0.95,"The image displays a foggy or misty landscape with reduced visibility, but there are no visible flames, hotspots, or distinct smoke plumes originating from the ground.",15529.5,888.9,14342.1,1432,953,66.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03063.jpg,none,none,0.95,"No fire signals detected; the image shows a foggy, overcast landscape with a road and trees, but no smoke or flames are visible.",9082.2,885.9,7895.7,1432,527,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03065.jpg,none,none,0.95,"The image shows a foggy, overcast landscape with no visible smoke columns, flames, or heat haze.",12242.5,879.5,11082.4,1432,739,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03074.jpg,none,none,0.95,"The image depicts a rainy rural scene with wet roads and trees, showing no signs of smoke, flames, or heat haze, with the blurriness caused by raindrops on the camera lens.",8013.0,891.5,6824.8,1432,457,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03079.jpg,none,none,0.95,"The image displays a rainy street scene where bright orange spots are distorted reflections of streetlights through raindrops on the lens, with no evidence of fire or smoke.",10571.7,885.5,9382.6,1432,628,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03082.jpg,none,none,0.95,"The image shows a rainy scene with streetlights visible through raindrops on the lens, but there are no signs of fire, smoke, or heat haze.",9537.5,887.6,8361.5,1432,561,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03084.jpg,none,none,0.95,"The image depicts a rainy scene with distorted artificial streetlights and atmospheric haze, but no signs of fire or smoke.",12806.0,887.6,11627.7,1432,776,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03088.jpg,none,fire,0.95,"Bright orange flames are visible glowing in the trees on the right side of the road, appearing as hotspots amidst the rainy and obscured environment.",29112.9,892.3,27883.3,1432,1857,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03094.jpg,none,both,0.9,"Bright orange fire spots are visible on the right side amidst trees and rain, accompanied by a hazy grayish atmosphere suggesting smoke.",10482.4,898.9,9323.0,1432,624,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03113.jpg,none,none,0.95,"The image displays a rainy street scene with a street lamp illuminated on the right side, but there are no signs of fire or smoke.",15565.3,895.2,14328.7,1432,958,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03121.jpg,none,none,0.95,"The image shows a rainy street scene with a lit street lamp on the right, but no smoke or flames are visible.",8474.3,885.9,7244.6,1432,488,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03124.jpg,none,none,0.95,"No fire signals detected; the image depicts a wet, overcast road scene with natural atmospheric mist or fog obscuring the distant hills.",10560.5,891.8,9250.5,1432,622,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03131.jpg,none,none,0.95,"The image displays a night scene with artificial street lighting and natural clouds, showing no signs of smoke or fire.",14916.3,883.3,13587.1,1432,908,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03134.jpg,none,none,0.95,"The image displays a night scene with artificial street lighting and clouds in the sky, but no visible fire hotspots or smoke plumes.",13785.9,894.5,12619.3,1432,843,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03138.jpg,none,none,0.95,"The image displays a night scene with artificial streetlights and high-altitude clouds, showing no signs of fire or smoke.",13869.1,895.9,12675.5,1432,845,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03140.jpg,none,none,0.95,"The image displays a night scene with artificial street lighting and natural cloud formations in the sky, with no visible fire hotspots or smoke plumes.",13826.4,889.7,12646.3,1432,842,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03146.jpg,none,unknown,0.0,,63965.9,879.4,62608.9,1432,4096,65.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03147.jpg,none,smoke,0.85,A white plume of smoke is visible rising from the hilltop near the communication towers.,35551.4,892.0,34269.1,1432,2282,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03148.jpg,none,smoke,0.85,A white smoke plume is visible rising from the hillside near the communication towers on the left side of the ridge.,16356.9,892.7,15183.0,1432,1017,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03155.jpg,none,smoke,0.9,A white smoke plume is rising from the hillside near the communication towers.,15105.3,893.1,13929.2,1432,933,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03162.jpg,none,none,1.0,No fire signals or smoke columns are visible in the landscape.,12188.1,886.7,10995.1,1432,736,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03167.jpg,none,none,0.95,"The image shows a clear daytime scene with green hills and clouds in the sky, but no visible flames, smoke plumes, or heat haze indicative of a fire.",18423.8,895.3,17200.5,1432,1150,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03168.jpg,none,none,0.95,No fire signals detected; the white formations visible near the towers and in the sky are natural clouds.,13053.2,903.7,11842.0,1432,795,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03173.jpg,none,none,0.95,"The image displays a landscape with hills and clouds but shows no evidence of fire, flames, or smoke plumes.",9695.1,883.1,8528.2,1432,573,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03175.jpg,none,none,0.99,"The image shows a clear daylight scene with no visible smoke, flames, or heat haze.",6008.1,897.4,4835.3,1432,323,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03180.jpg,none,none,0.95,"The image displays a clear daytime scene with no visible smoke, flames, or heat haze.",7035.4,887.7,5871.2,1432,392,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03186.jpg,none,none,1.0,"The image displays a clear daytime scene with no visible smoke, flames, or heat haze.",7790.1,891.3,6608.1,1432,440,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03189.jpg,none,none,1.0,"The image shows a clear daytime scene with no visible smoke, flames, or heat haze.",5869.8,878.9,4730.1,1432,317,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03211.jpg,none,none,1.0,"The image displays a clear daytime scene with workers in a park-like setting, showing no signs of smoke, flames, or heat haze.",8389.8,884.8,7221.1,1432,483,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03212.jpg,none,unknown,0.0,,49158.3,893.7,47847.7,1432,3114,65.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03215.jpg,none,none,0.95,"The image displays a clear outdoor scene with no visible smoke, flames, or heat haze indicators.",10379.4,890.7,9215.5,1432,616,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03220.jpg,none,none,0.95,No fire signals detected; the bright white areas are consistent with infrared imaging of vegetation and sky rather than flames or smoke.,8804.6,890.7,7600.1,1432,510,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03221.jpg,none,none,0.95,No fire signals or smoke are visible in this infrared security camera footage of a park structure.,8604.7,889.5,7360.5,1432,497,67.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03231.jpg,none,none,0.95,No fire or smoke signals detected; bright areas correspond to vegetation reflecting infrared light and artificial street lighting.,10769.1,882.0,9506.7,1432,638,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03232.jpg,none,none,0.9,"The image is a low-quality, blurry night-vision capture showing streaky textures that resemble clouds or a textured surface, lacking distinct fire hotspots or identifiable smoke plumes.",18527.1,888.5,17355.2,1432,1154,66.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03236.jpg,none,none,0.95,No fire or smoke signals detected in this night-vision image showing vegetation and a building.,9529.7,888.4,8331.7,1432,557,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03242.jpg,none,none,0.95,No fire signals such as flames or smoke are visible in this night-vision image of a park area.,7431.1,900.6,6274.2,1432,419,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03249.jpg,none,none,0.95,No fire signals such as flames or smoke are visible in this night-vision image of a building exterior.,8369.6,878.3,7232.9,1432,484,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03251.jpg,none,none,0.95,No fire signals or smoke are visible in this night vision image of a paved area.,7213.2,883.2,6032.4,1432,406,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03254.jpg,none,none,0.95,No fire or smoke signals detected in this night-vision image of a park area.,8342.9,911.7,7148.3,1432,479,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03255.jpg,none,none,0.95,No fire or smoke signals detected; the bright areas are consistent with artificial lighting and infrared reflections on foliage.,18881.2,889.8,17696.3,1432,1181,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03257.jpg,none,none,0.95,"No fire signals such as smoke columns, flames, or heat haze are visible in this daytime landscape image.",9012.4,894.9,7848.3,1432,525,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03259.jpg,none,none,0.95,No fire or smoke signals detected in the landscape view of green hills and parking lot.,10339.6,880.3,9180.3,1432,612,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03266.jpg,none,smoke,0.75,"A faint, grayish smoke plume is visible rising from the vegetation on the hillside, distinct from the sky clouds.",30593.0,885.5,29366.4,1432,1949,66.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03268.jpg,none,smoke,0.9,A grayish smoke plume is rising from the vegetation on the hillside.,10233.5,880.9,9018.7,1432,603,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03273.jpg,none,smoke,0.85,A grayish smoke plume is visible rising from the vegetation on the hillside.,14806.4,882.4,13622.1,1432,912,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03284.jpg,none,none,0.95,No fire signals such as smoke or flames are visible in this daytime landscape image.,7161.8,888.5,6016.1,1432,404,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03285.jpg,none,none,0.95,No fire or smoke signals detected in the landscape or parking lot.,7727.1,900.8,6544.7,1432,437,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF03287.jpg,none,none,0.95,"The image shows a green hilly landscape with clouds in the sky, but no visible flames, smoke columns, or heat haze indicative of a fire.",31327.6,888.2,30084.6,1432,1999,66.4
