route,label,predicted_category,confidence,description,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04641.jpg,fire,fire,0.8,A bright overexposed white blob with yellow-orange glow suggests an active fire source in poor lighting conditions.,9931.3,197.7,9267.7,859,496,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04643.jpg,both,fire,0.75,Bright white/yellow glowing spots indicative of overexposed hotspots consistent with fires in low-quality night-vision imagery.,8553.9,197.2,7948.3,859,426,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04646.jpg,fire,both,0.85,Bright overexposed spots resembling fires with surrounding halos are visible alongside faint smoky textures obscuring the horizon.,7007.4,198.9,6450.8,859,346,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04647.jpg,fire,none,0.85,The image shows distant bright spots likely from streetlights or artificial sources without clear signs of fire (hotspots) or smoke plumes.,14402.6,198.3,13578.9,859,725,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04656.jpg,both,none,0.95,No visible fire signals detected; bright spots appear to be artificial lights.,6521.9,198.2,5987.5,859,321,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04660.jpg,both,fire,0.85,Bright overexposed spots in low-quality night vision image indicate potential fire sources.,7827.0,197.2,7240.3,859,388,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04679.jpg,both,fire,0.75,A bright overexposed spot in the upper left suggests a distant fire hotspot with irregular glow patterns inconsistent with artificial lighting.,9004.9,198.5,8394.3,859,448,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04682.jpg,both,both,0.85,Bright overexposed fire blobs with surrounding irregular glow patterns and faint grayish smoke plumes near vegetation.,8429.4,196.6,7829.8,859,419,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04685.jpg,both,fire,0.8,Bright overexposed white/yellow spot on left suggests intense heat source consistent with fire.,8062.6,197.8,7478.3,859,400,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04686.jpg,both,fire,0.85,Bright white/yellow glowing spot in the top left suggests a hotspot indicative of fire.,10908.5,197.3,10210.7,859,546,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04688.jpg,fire,none,0.95,No fire or smoke detected; image shows artificial lights and natural nighttime scenery.,8075.2,196.6,7468.7,859,400,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04701.jpg,both,fire,0.85,A bright white/yellow glowing hotspot indicative of a fire is visible near the top left corner.,7888.6,199.4,7302.2,859,391,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04706.jpg,fire,fire,0.85,"Two overexposed white blobs resembling fire spots with irregular glow patterns, likely indicating a hotspot.",11732.2,197.3,11009.2,859,588,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04713.jpg,both,both,0.75,Bright white/orange glowing spot (fire) near horizon line accompanied by grayish haze suggesting smoke.,7826.7,198.5,7247.2,859,388,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04717.jpg,fire,both,0.85,Bright glowing points indicative of fire alongside faint grayish haze suggestive of smoke.,7510.9,197.2,6940.1,859,372,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04718.jpg,fire,fire,0.9,"Bright, irregularly shaped hotspots with high-intensity pixels suggest active fires.",13250.6,196.8,12466.9,859,667,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04739.jpg,fire,smoke,0.7,"Faint grayish-white hazy textures suggest smoke presence, though no distinct fire spots are evident.",9163.5,198.4,8534.0,859,457,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04742.jpg,fire,both,0.9,Bright glowing spots indicative of fires and faint grayish haze suggesting smoke presence.,8624.0,199.5,8016.9,859,429,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04747.jpg,fire,fire,0.85,Bright white/yellow glowing spots suggest potential fire hotspots in low-quality night-time imagery.,9428.4,196.6,8788.1,859,470,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04752.jpg,fire,smoke,0.75,The image shows faint grayish haze along the horizon that may indicate distant smoke.,10872.6,198.6,10188.0,859,544,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04754.jpg,fire,fire,0.65,"Bright, irregularly shaped glowing spots suggest potential fire activity despite low-quality night-vision imagery.",19066.6,196.7,18199.4,859,962,52.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04758.jpg,fire,fire,0.75,Bright white/yellow glowing spots on the left side indicate potential fires.,8701.8,199.0,8076.3,859,433,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04760.jpg,both,both,0.85,Bright overexposed fire spot with surrounding smoke haze detected in low-quality night-time imagery.,6190.0,197.0,5660.3,859,304,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04762.jpg,fire,fire,0.75,"Bright overexposed spots resembling hotspots are visible in low-quality night conditions, suggesting potential fire activity.",7863.2,197.0,7275.8,859,390,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04765.jpg,both,none,0.6,No clear fire signals detected; faint horizon haze may suggest distant activity but lacks definitive evidence.,9106.7,197.3,8477.0,859,454,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04767.jpg,both,fire,0.8,"Bright white/yellow glowing spots in the upper left suggest a fire hotspot, likely overexposed due to low-quality night vision.",10759.0,197.4,10067.2,859,539,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04785.jpg,both,both,0.85,Bright white/yellow hotspots suggest fire with possible smoke haze in the background.,8650.0,198.2,8033.6,859,431,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04791.jpg,fire,both,0.8,Bright fire spot with surrounding haze indicating smoke presence.,11254.3,198.0,10558.3,859,565,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04796.jpg,fire,fire,0.85,A bright overexposed spot suggests a potential fire source amidst otherwise dark surroundings.,8916.9,197.0,8297.6,859,445,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04800.jpg,fire,fire,0.85,Bright white/yellow clusters on horizon suggest fire hotspots in low-quality night-time imagery.,8553.1,198.9,7950.4,859,426,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04805.jpg,both,fire,0.85,Bright glowing spots near vegetation suggest fire hotspots with irregular glow patterns inconsistent with artificial lighting.,9519.2,197.2,8886.3,859,475,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04807.jpg,both,both,0.85,Bright overexposed spots and hazy textures suggest both active flames and surrounding smoke.,10142.1,197.1,9482.8,859,507,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04815.jpg,fire,none,0.95,No visible fire signals detected; bright spots appear consistent with artificial lighting rather than active combustion.,8167.7,197.3,7581.0,859,406,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04816.jpg,fire,none,0.95,No visible fire signals or smoke observed in this low-quality night-vision image.,7476.6,198.6,6889.6,859,370,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04823.jpg,fire,fire,0.85,Bright overexposed white blob near top left suggests intense heat source (fire) with potential surrounding glow patterns inconsistent with artificial lighting.,10605.0,198.4,9912.4,859,531,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04826.jpg,both,both,0.95,Bright white/yellow hotspots indicative of intense heat sources combined with grayish smoke plumes.,6574.7,197.4,6034.6,859,324,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04830.jpg,both,both,0.8,Bright overexposed area with irregular glow suggests fire; surrounding haze may indicate smoke.,7239.6,196.6,6676.8,859,358,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04845.jpg,both,both,0.85,Bright white/yellow clusters indicating fire with surrounding haze suggesting smoke.,9545.2,198.0,8907.6,859,476,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04853.jpg,both,both,0.9,Bright overexposed fire spot visible on the right side of the image accompanied by grayish smoke plumes.,9246.5,197.5,8602.4,859,461,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04855.jpg,both,both,0.95,Bright white/yellow hotspots with surrounding smoke haze indicate active fire and associated combustion.,7261.9,197.6,6708.6,859,359,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04859.jpg,both,both,0.85,Smoke columns originating from ground sources with visible overexposed fire blobs indicating active fires.,27986.2,198.1,26898.6,859,1415,52.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04860.jpg,both,both,0.95,Bright overexposed fire spots and grayish-white smoke plume indicate both active combustion and associated smoke.,7063.6,197.0,6522.1,859,349,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04867.jpg,both,both,0.95,Bright white/yellow/orange glowing spots with surrounding halos indicate fire hotspots; grayish-white plumes obscuring background suggest smoke.,8658.2,196.8,8051.9,859,431,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04878.jpg,both,both,0.9,Bright overexposed spots resembling fire and grayish-white plume indicative of smoke.,6977.2,195.7,6423.6,859,344,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04881.jpg,both,both,0.9,Bright overexposed fire spots with surrounding haze indicating both flames and smoke.,6554.5,199.2,5997.3,859,322,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04885.jpg,both,both,0.9,Bright white/yellow glowing hotspot with surrounding grayish smoke plumes indicating fire and smoke.,7524.1,196.9,6943.5,859,372,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04899.jpg,fire,both,0.85,Bright white/yellow overexposed blobs along a road-like structure suggest fire spots; surrounding haze indicates smoke presence.,11355.1,198.0,10673.6,859,569,53.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04900.jpg,fire,both,0.85,"Bright white/yellow glowing spots suggest fire hotspots, possibly accompanied by faint grayish haze indicative of smoke.",9025.7,197.9,8401.8,859,449,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04901.jpg,fire,fire,0.85,Bright white/yellow glowing spots along a line suggest fire activity in low-light conditions.,7370.2,197.0,6816.2,859,365,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04904.jpg,fire,both,0.85,Bright overexposed white blobs resembling fire hotspots with surrounding haze indicative of smoke.,6761.3,197.6,6206.3,859,333,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04907.jpg,fire,fire,0.85,"Bright, clustered high-intensity pixels resembling hotspots with irregular patterns indicative of fire activity.",9739.9,197.7,9089.3,859,486,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04911.jpg,fire,none,0.75,"The image shows bright linear trails in a night sky, likely fireworks with sparks trailing upwards and not indicative of natural fires or smoke plumes obscuring the background unnaturally.",17572.3,197.4,16695.6,859,887,53.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04917.jpg,fire,both,0.75,Bright overexposed patches resembling fires surrounded by faint grayish haze indicative of smoke.,8482.8,197.7,7868.3,859,422,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04925.jpg,fire,both,0.85,Bright glowing hotspots and diffuse light patterns suggest both fire sources with associated smoke.,8644.2,197.4,8022.9,859,430,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04927.jpg,both,fire,0.9,"Bright overexposed hotspots indicative of fire activity are visible in the center-right area, with irregular glow patterns distinguishing them from artificial lights.",11156.6,198.1,10457.5,859,559,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04936.jpg,both,both,0.95,Bright irregular glowing spots indicative of fire and faint grayish haze suggesting smoke presence.,5962.2,197.5,5439.8,859,292,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04939.jpg,both,both,0.85,Bright irregular glowing spots indicative of fires with surrounding hazy textures suggesting smoke.,7082.5,196.7,6529.2,859,350,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04945.jpg,fire,both,0.95,Bright fire hotspots and rising smoke plume visible in night-time image.,6130.6,197.5,5598.1,859,300,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04956.jpg,fire,both,0.85,Bright overexposed spots suggest fire with a vertical plume indicating possible smoke.,7736.6,196.7,7147.2,859,383,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04974.jpg,fire,both,0.95,Bright overexposed hotspots with surrounding irregular glow patterns indicate fire sources emitting smoke columns.,6040.9,198.7,5512.4,859,296,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04984.jpg,fire,both,0.85,Bright orange/yellow glowing spots indicating fire sources with surrounding haze suggesting smoke presence.,8301.0,196.4,7693.5,859,412,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04988.jpg,fire,fire,0.9,"A bright white-yellow glowing spot indicative of a fire hotspot is visible against the dark background, consistent with incandescent light patterns.",7809.8,198.2,7219.8,859,387,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04990.jpg,fire,both,0.95,Bright fire hotspots with surrounding grayish-white plumes indicating both flames and smoke.,7311.5,197.3,6733.5,859,361,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04995.jpg,both,fire,0.85,"A bright, overexposed spot suggests a fire source amidst low-quality nighttime imagery.",16125.4,196.9,15296.8,859,814,53.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04998.jpg,both,both,0.95,Bright overexposed hotspot indicative of fire surrounded by grayish haze suggesting smoke.,7160.0,196.9,6612.3,859,355,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04999.jpg,both,none,0.95,No visible fire or smoke detected; bright spot appears to be artificial lighting.,7223.1,198.7,6677.8,859,358,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05003.jpg,both,fire,0.75,Bright white/yellow/orange glowing spots suggest fire hotspots in poor visibility conditions.,10628.0,197.2,9972.7,859,533,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05013.jpg,both,fire,0.85,"Bright white/yellow spots indicative of fire activity are visible near the center-right, surrounded by irregular glow patterns inconsistent with artificial lighting.",23650.7,196.6,22679.8,859,1196,52.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05015.jpg,both,both,0.85,A bright fire hotspot with surrounding smoke haze is visible in the night scene.,7583.9,198.6,7014.8,859,375,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05022.jpg,both,both,0.85,A bright overexposed spot indicative of a fire source with surrounding grayish haze suggesting possible smoke.,7932.0,197.6,7348.4,859,393,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05030.jpg,fire,both,0.85,"Bright, irregularly shaped glowing spots indicative of fire with faint hazy textures suggesting nearby smoke.",8991.1,197.9,8358.7,859,447,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05039.jpg,fire,fire,0.9,"Bright, irregularly glowing spots suggest an overexposed fire hotspot in low-quality night conditions.",11459.5,197.7,10762.0,859,575,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05044.jpg,both,both,0.85,Bright overexposed spot indicating intense heat with surrounding haze suggesting possible fire and smoke.,7766.4,195.6,7194.4,859,385,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05045.jpg,both,both,0.85,Bright white/yellow glowing clusters indicative of fire with faint surrounding haze suggesting associated smoke.,21578.7,196.9,20619.0,859,1089,52.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05051.jpg,both,both,0.85,"Bright overexposed spots suggest fire sources near vegetation clusters, accompanied by faint grayish haze indicative of smoke.",8566.6,198.9,7942.0,859,425,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05052.jpg,both,fire,0.85,"Bright, irregularly shaped hotspots indicative of fire are visible in the night-time image.",8231.0,197.3,7614.3,859,408,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05061.jpg,fire,both,0.85,Bright white/yellow hotspots indicative of fire with faint surrounding haze suggesting smoke.,7514.4,198.0,6941.5,859,372,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05065.jpg,both,fire,0.75,"Bright, irregularly shaped hotspots suggest active fires in low-quality night-time conditions.",11392.5,196.4,10688.8,859,572,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05068.jpg,both,both,0.85,"Bright, irregularly shaped hotspots indicative of fire are visible near the center-right area, accompanied by faint grayish haze suggesting smoke.",8267.7,197.6,7666.4,859,411,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05071.jpg,both,both,0.75,A bright overexposed hotspot indicative of a fire with possible surrounding smoke haze in low-quality nighttime imagery.,8996.8,197.1,8369.3,859,448,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05074.jpg,smoke,none,0.95,No visible signs of fire or smoke; the plumes appear to be steam emissions from industrial facilities.,7529.5,197.3,6946.7,859,372,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05085.jpg,smoke,smoke,0.75,A grayish-white plume rising from vegetation suggests distant smoke.,6001.6,197.7,5481.4,859,294,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05104.jpg,smoke,smoke,0.65,A faint smoke plume is visible near a hillside area with power lines.,7375.3,198.2,6789.2,859,364,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05106.jpg,smoke,none,0.95,No visible fire signals such as smoke or flames detected; image shows natural landscape with artificial lights.,7782.7,197.9,7192.2,859,385,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05118.jpg,smoke,smoke,0.75,"A faint grayish plume rising from behind trees suggests smoke, though no distinct flames or fire hotspots are visible.",8101.4,196.7,7490.7,859,401,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05123.jpg,smoke,smoke,0.7,Hazy plume near horizon suggests potential smoke obscuring vegetation and urban structures.,5946.2,197.7,5434.1,859,291,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05128.jpg,smoke,smoke,0.7,"Hazy sky and blurred textures suggest possible smoke presence, though no visible flames or distinct fire hotspots detected.",13119.2,197.6,12346.2,859,659,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05131.jpg,smoke,smoke,0.75,"Haze obscuring vegetation and cityscape edges suggests distant smoke plumes, though vehicle exhaust may contribute to atmospheric haze.",7795.9,197.3,7206.7,859,386,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05133.jpg,both,smoke,0.7,The image shows faint grayish areas indicative of distant smoky plumes.,9181.2,198.4,8539.7,859,457,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05143.jpg,smoke,none,0.95,"No visible fire signals such as flames, hotspots, or distinct smoke plumes detected in the image.",8593.8,197.5,7961.9,859,426,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05150.jpg,smoke,none,0.95,No visible flames or abnormal smoke patterns detected.,7621.6,198.0,7042.3,859,377,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05151.jpg,smoke,none,0.95,No visible signs of fire (flames/hotspots) or significant smoke plumes detected; industrial steam emissions are likely non-fire related.,6094.9,198.2,5569.2,859,299,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05154.jpg,smoke,smoke,0.85,A plume of grayish-white material rising from industrial structures suggests smoke emanating from a potential fire source nearby.,7661.9,197.0,7080.4,859,380,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05162.jpg,smoke,none,0.95,No visible fire signals detected; clear sky and no smoke or flames observed.,6310.0,198.4,5778.3,859,310,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05166.jpg,smoke,none,0.75,No visible fire indicators such as bright spots (fire) or distinct grayish plumes/smoke are present; haze may be natural atmospheric conditions.,13173.8,198.9,12387.7,859,663,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05175.jpg,smoke,none,0.95,"The industrial area shows no visible flames, smoke columns or heat haze; white plumes appear to be steam from chimneys.",8445.3,196.7,7825.0,859,419,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05178.jpg,smoke,none,0.95,"No visible signs of active fires, flames, or significant smoke detected in the image.",8277.1,198.5,7654.9,859,410,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05179.jpg,smoke,none,0.95,"No visible signs of fire, flames, or significant smoke detected in the image.",8591.6,196.8,7957.8,859,426,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05181.jpg,smoke,none,0.95,"No visible signs of fire activity such as flames, hotspots, or smoke columns detected.",7123.0,195.6,6550.2,859,351,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05183.jpg,smoke,none,0.6,No clear fire signals or distinct smoke columns observed in the image.,12699.7,196.6,11914.2,859,637,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05187.jpg,smoke,none,0.95,"No visible signs of smoke, flames, or heat haze detected; the landscape appears clear with no indications of active fires.",8187.6,197.6,7577.6,859,406,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05192.jpg,smoke,none,0.95,No visible signs of fire such as bright hotspots or distinct smoke columns; haze may be due to atmospheric conditions.,8585.4,199.2,7976.7,859,427,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05194.jpg,smoke,none,0.95,"No visible smoke, flames, or heat haze detected in the image.",9124.9,197.9,8491.3,859,455,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05202.jpg,smoke,none,0.7,"No visible fire signals such as flames, hotspots, or distinct smoke plumes detected in the image.",8803.0,196.4,8174.4,859,438,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05208.jpg,smoke,none,0.95,"No visible fire signals such as smoke, flames, or hotspots detected in this daytime urban landscape image.",9573.3,197.4,8918.6,859,478,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05217.jpg,smoke,none,0.95,"No visible signs of smoke, flames or heat haze detected.",7662.4,197.5,7078.2,859,380,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05219.jpg,smoke,none,0.95,No visible fire activity detected in this daytime outdoor scene with clear skies and no smoke or flames present.,5897.9,196.3,5385.3,859,289,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05220.jpg,smoke,none,0.95,"No visible flames, smoke columns, or heat haze detected in the image.",7367.3,197.5,6788.2,859,365,53.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05224.jpg,smoke,none,0.95,No visible signs of fire or smoke present.,9222.9,197.1,8588.7,859,459,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05230.jpg,smoke,none,0.95,No visible signs of smoke or flames detected under clear daytime conditions.,7943.6,196.7,7350.3,859,393,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05236.jpg,smoke,none,0.95,"No visible fire activity detected; the image shows clear skies and natural terrain with no signs of smoke, flames, or heat haze.",7120.0,197.6,6557.1,859,351,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05242.jpg,smoke,none,0.95,No visible fire signals or smoke detected in this daytime urban landscape image.,7111.8,197.0,6537.0,859,350,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05249.jpg,smoke,none,0.95,No visible fire signals such as smoke or flames detected; urban area appears calm and unobstructed.,7223.6,197.5,6643.6,859,356,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05252.jpg,none,none,0.95,"No visible flames, smoke columns, or heat haze detected in this clear daytime urban landscape image.",6528.1,197.0,5981.3,859,321,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05256.jpg,smoke,none,0.95,No smoke or fire signals detected; image shows daytime landscape with artificial lighting near trees.,8931.0,197.9,8311.6,859,445,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05259.jpg,smoke,none,0.95,"No visible fire signals such as smoke, flames, or heat haze detected in the image.",7476.3,197.5,6903.5,859,370,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05260.jpg,smoke,fire,0.85,Bright overexposed spots in open areas suggest active fires.,7673.3,197.1,7066.3,859,379,53.6
