ruta,etiqueta,categoria_predicha,confianza,descripcion,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01622.jpg,none,none,0.95,"La imagen muestra una escena diurna en un área rural con vegetación, caminos y líneas eléctricas bajo un cielo cubierto por nubes; no se detectan llamas, puntos calientes ni columnas de humo.",17482.5,1263.9,15786.0,1595,1013,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01623.jpg,none,none,0.95,La imagen muestra un paisaje rural con vegetación y postes de electricidad bajo un cielo nublado; no se detectan llamas ni columnas de humo.,17514.7,1262.2,15816.2,1595,1013,64.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01632.jpg,none,none,0.98,La imagen muestra una calle arbolada con postes de electricidad y montañas al fondo bajo un cielo parcialmente nublado; no se observan llamas ni columnas de humo.,12312.7,1264.5,10600.2,1595,682,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01640.jpg,none,none,0.98,"La imagen muestra un paisaje rural diurno con vegetación y nubes naturales en el cielo, sin evidencia de llamas ni humo.",10718.8,1254.3,9034.7,1595,581,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01641.jpg,none,none,0.95,La imagen muestra una escena de paisaje montañoso bajo lluvia; las manchas blancas son gotas en el lente y no humo o fuego.,16495.8,1247.2,14826.0,1595,950,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01643.jpg,none,none,0.95,"La imagen muestra una escena diurna de una carretera rodeada de árboles y vegetación verde con nubes naturales en el cielo; no hay evidencia visual de humo, llamas o distorsión térmica asociada a un incendio.",15853.3,1259.2,14156.2,1595,911,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01648.jpg,none,none,0.98,"La imagen muestra una escena nocturna con iluminación artificial de farolas que iluminan los árboles y el camino, pero no hay evidencia visual de llamas ni columnas de humo.",11439.7,1255.9,9752.5,1595,627,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01654.jpg,none,none,0.95,La imagen muestra una carretera rural con vegetación y postes de electricidad bajo un cielo nublado; no se observan llamas ni columnas de humo anómalas.,15638.0,1221.7,13983.1,1595,898,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01656.jpg,none,none,0.98,La imagen muestra una escena de calle al atardecer con iluminación artificial activa (farola) y nubes naturales en el cielo; no se observan columnas de humo ni focos de fuego irregulares.,11836.2,1257.7,10144.3,1595,651,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01659.jpg,none,none,0.98,No se observan columnas de humo ni llamas en la imagen; el cielo muestra nubes normales y no hay distorsión térmica.,9110.3,1272.0,7408.0,1595,479,64.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01662.jpg,none,none,0.98,La imagen muestra una carretera rural arbolada con nubes en el cielo y vegetación verde; no se observan llamas ni columnas de humo.,13320.4,1255.4,11627.2,1595,749,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01663.jpg,none,none,0.98,No se detectan llamas ni humo; la escena muestra un paisaje rural con nubes naturales en el cielo y vegetación sin signos de combustión.,8301.0,1241.9,6623.3,1595,428,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01664.jpg,none,none,0.98,No se detectan llamas ni humo; la escena muestra un paisaje rural diurno con vegetación y nubes normales en el cielo.,8121.6,1264.6,6417.0,1595,414,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01666.jpg,none,none,0.98,"La imagen muestra una carretera rural con vegetación y cielo nublado, pero no hay evidencia de llamas ni columnas de humo anómalas.",9517.4,1251.3,7830.1,1595,506,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01676.jpg,none,ambos,0.62,"Se detectan fuentes de luz intensa y blancazuladas en la distancia que sugieren fuego sobreexpuesto, junto con una textura difusa grisácea en el cielo superior consistente con humo.",38973.5,1254.8,37298.0,1595,2380,63.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01677.jpg,none,none,0.95,La imagen muestra una escena nocturna con iluminación artificial de farolas y vegetación; no se observan llamas ni columnas de humo distintivas que indiquen un incendio activo.,25887.8,1251.3,24196.3,1595,1547,63.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01696.jpg,none,none,0.95,No se detectan señales de fuego o humo en la imagen que muestra una calle arbolada bajo un cielo soleado con nubes normales.,10227.3,1258.2,8519.4,1595,548,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01707.jpg,none,none,0.98,La imagen muestra una escena diurna normal de un camino rural con vegetación y postes eléctricos sin evidencia de humo o llamas.,10940.3,1264.8,9244.5,1595,593,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01712.jpg,none,none,0.98,La imagen muestra un paisaje montañoso con nubes pero no hay evidencia de humo ascendente ni focos de fuego visibles en la vegetación o estructuras.,12848.3,1254.8,11174.5,1595,716,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01721.jpg,none,none,0.98,No hay indicios de fuego ni humo; la fuente brillante es una farola artificial encendida y las nubes en el cielo son normales para la hora del atardecer.,17378.9,1268.0,15688.3,1595,1006,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01732.jpg,none,none,0.95,La imagen muestra un paisaje natural con colinas verdes y nubes en el cielo sin evidencia de columnas de humo o focos de fuego activos.,11128.6,1274.0,9422.3,1595,604,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01735.jpg,none,none,0.95,No se detectan llamas ni humo; la fuente de luz brillante es una farola artificial y las nubes en el cielo son normales.,15372.5,1253.7,13688.9,1595,884,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01745.jpg,none,none,0.95,La imagen muestra un paisaje diurno con colinas y estacionamiento sin evidencia de llamas ni columnas de humo ascendente; las nubes en el cielo son formaciones meteorológicas normales.,16229.2,1256.7,14542.3,1595,933,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01746.jpg,none,none,0.95,La imagen muestra un paisaje de colinas verdes y estacionamiento bajo nubes normales sin evidencia de llamas o humo.,10089.3,1262.6,8394.4,1595,542,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01747.jpg,none,none,0.98,La imagen muestra un paisaje de colinas verdes y un estacionamiento sin evidencia de fuego o humo.,12570.4,1239.2,10912.7,1595,702,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01748.jpg,none,none,0.95,La imagen muestra un paisaje de colinas verdes y un estacionamiento en primer plano bajo un cielo nublado; no se observan llamas ni columnas de humo distintivas que indiquen un incendio activo.,15577.7,1248.6,13906.5,1595,890,64.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01755.jpg,none,none,0.98,No se detectan llamas ni columnas de humo distintivas en la imagen; el cielo muestra nubes normales y no hay puntos calientes.,12682.5,1253.2,11003.4,1595,712,64.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01764.jpg,none,none,0.95,La imagen muestra un paisaje con colinas y estacionamiento sin evidencia visual de humo o llamas; el cielo nublado no presenta la estructura típica de una columna de humo.,10066.5,1253.7,8379.5,1595,540,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01767.jpg,none,none,0.95,No se observan columnas de humo ni focos de calor en la imagen; el paisaje muestra vegetación verde y nubes naturales sin indicios de incendio.,12051.8,1268.2,10358.2,1595,664,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01770.jpg,none,humo,0.82,"Se observan penachos verticales grisáceos ascendiendo desde la cresta de las colinas en el horizonte, distintivos de columnas de humo.",16125.9,1243.6,14458.0,1595,930,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01781.jpg,none,none,0.95,No se observan columnas de humo ni focos de fuego en la imagen; el paisaje y las nubes parecen normales.,10861.7,1265.5,9174.9,1595,595,64.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01785.jpg,none,none,0.98,No se observan columnas de humo ni focos de fuego en el paisaje montañoso ni en la zona del estacionamiento; las nubes visibles son atmosféricas y no parecen ser humo.,16546.2,1224.9,14904.1,1595,959,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01787.jpg,none,none,0.92,No se observan llamas ni columnas de humo distintivas; la imagen muestra un paisaje natural con vegetación y nubes sin indicios claros de incendio activo.,18581.0,1246.6,16914.3,1595,1080,63.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01801.jpg,none,none,0.98,"No se detectan llamas, puntos calientes o columnas de humo en la imagen; el paisaje muestra vegetación verde y nubes naturales sin indicios de incendio.",11882.1,1249.3,10208.0,1595,655,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01808.jpg,none,none,0.95,No se detectan llamas ni columnas de humo; la imagen muestra un paisaje natural con nubes en el cielo y vegetación verde sin signos de combustión.,17921.0,1252.7,16247.8,1595,1039,63.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01813.jpg,none,none,0.95,No se detectan signos de fuego ni humo; la imagen muestra un paisaje diurno normal con colinas y estacionamiento bajo luz natural.,10802.6,1230.6,9145.8,1595,589,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01815.jpg,none,none,0.96,La imagen muestra un paisaje diurno con colinas y una carretera sin evidencia visible de humo ascendente ni llamas activas.,12911.0,1229.4,11266.8,1595,726,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01816.jpg,none,none,0.95,No se detectan llamas ni columnas de humo distintivas; la imagen muestra un paisaje montañoso con nubes y vegetación bajo condiciones diurnas.,19556.0,1274.0,17869.3,1595,1145,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01835.jpg,none,none,0.95,No se detectan columnas de humo ni focos de fuego en la imagen del paisaje y estacionamiento.,7968.8,1268.2,6267.3,1595,406,64.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01836.jpg,none,none,0.92,No se detectan columnas de humo ni llamas en la imagen; el paisaje muestra vegetación y colinas bajo un cielo nublado sin indicios claros de incendio activo.,9712.0,1268.7,8023.8,1595,517,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01844.jpg,none,none,0.95,No se observan columnas de humo ni focos de fuego; la imagen muestra un paisaje diurno con vegetación y nubes bajo condiciones atmosféricas normales.,14112.0,1228.9,12467.7,1595,804,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01853.jpg,none,none,0.95,No se observan columnas de humo ni focos de fuego; la escena muestra un paisaje natural con colinas y estacionamiento bajo condiciones diurnas normales.,12209.0,1269.1,10521.0,1595,677,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01854.jpg,none,none,0.95,"La imagen muestra un paisaje oscuro al amanecer con nubes y luces artificiales distantes en la ladera, pero no se observan puntos calientes irregulares ni penachos de humo característicos de un incendio.",16583.3,1263.5,14905.9,1595,956,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01855.jpg,none,none,0.96,La imagen muestra un paisaje diurno con colinas verdes y nubes en el cielo sin evidencia de columnas de humo o llamas activas.,17326.3,1258.0,15641.6,1595,1002,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01859.jpg,none,none,0.98,No se observan columnas de humo ni focos de fuego en la imagen; el paisaje muestra vegetación verde y un estacionamiento bajo luz diurna normal.,10097.5,1262.6,8407.9,1595,542,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01861.jpg,none,none,0.98,"La imagen muestra un paisaje de colinas verdes y un estacionamiento bajo luz diurna clara sin ninguna evidencia visual de humo, llamas o puntos calientes asociados a un incendio.",12220.6,1225.8,10564.2,1595,682,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01875.jpg,none,none,0.95,"No se detectan columnas de humo, llamas ni distorsión térmica; la imagen muestra una escena diurna normal con colinas verdes y un estacionamiento sin signos de incendio.",10053.4,1255.5,8370.6,1595,540,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01879.jpg,none,none,0.98,La imagen muestra una escena diurna normal con colinas verdes y un estacionamiento en primer plano; no hay evidencia de llamas ni humo anómalo.,11781.5,1266.7,10090.3,1595,651,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01882.jpg,none,none,0.98,La imagen muestra un paisaje diurno con vegetación densa y edificios sin evidencia de fuego o humo.,10940.2,1276.5,9225.1,1595,593,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01890.jpg,none,none,0.98,La imagen muestra un paisaje rural diurno con nubes normales en el cielo y sin evidencia de llamas o humo ascendente desde la vegetación.,12362.0,1255.7,10684.6,1595,687,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01896.jpg,none,none,0.98,No se detectan columnas de humo ni llamas en la escena; el cielo muestra nubes normales y no hay fuentes de calor visibles.,8368.0,1256.7,6681.6,1595,432,64.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01897.jpg,none,none,0.98,No se detectan signos de incendio; la imagen muestra una escena diurna normal con vegetación verde y cielo azul sin humo ni llamas.,9458.0,1252.9,7775.4,1595,501,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01899.jpg,none,none,0.98,La imagen muestra una escena diurna normal de un camino rural arbolado con cielo parcialmente nublado y sin evidencia visual de llamas o humo anómalo.,14992.5,1264.1,13299.6,1595,857,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01902.jpg,none,none,0.98,No se detectan columnas de humo ni llamas en la escena rural; el cielo muestra nubes normales y no hay distorsión térmica.,10062.0,1268.3,8357.6,1595,539,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01909.jpg,none,none,0.98,La imagen muestra un paisaje rural soleado con vegetación y nubes normales; no hay indicios de fuego ni humo.,6447.5,1231.7,4783.2,1595,310,64.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01913.jpg,none,none,0.98,"La imagen muestra un paisaje rural diurno con vegetación verde y cielo azul; no se observan llamas, puntos calientes ni penachos de humo anómalos.",15515.2,1250.1,13831.7,1595,891,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01917.jpg,none,none,0.98,La imagen muestra una escena diurna clara con un camino arbolado y cielo azul; no se observan columnas de humo ni focos de fuego.,14136.5,1234.5,12462.8,1595,799,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01920.jpg,none,none,0.95,No se detectan signos de incendio; la imagen muestra un paisaje diurno normal con vegetación y nubes en el cielo sin humo ni llamas.,11651.8,1262.7,9950.4,1595,643,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01921.jpg,none,none,0.95,La imagen muestra una escena diurna tranquila en el bosque/área rural con nubes normales y sin evidencia de fuego o humo.,14164.8,1223.4,12501.4,1595,802,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01922.jpg,none,none,0.98,"La imagen muestra una escena rural durante el día con cielo azul y nubes blancas normales; no hay indicios de llamas, puntos calientes o humo anómalo.",14535.0,1234.2,12859.7,1595,824,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01930.jpg,none,none,0.98,La imagen muestra una escena diurna clara con vegetación y montañas al fondo; no hay llamas ni columnas de humo visibles.,12071.5,1263.1,10376.2,1595,671,64.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01937.jpg,none,none,0.98,No se detectan columnas de humo ni focos de fuego; la escena muestra condiciones climáticas normales con nubes y vegetación verde sin anomalías térmicas.,12929.4,1220.2,11284.3,1595,727,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01939.jpg,none,none,0.98,No se detectan llamas ni columnas de humo; la escena muestra una carretera rural con nubes naturales en el cielo y sin distorsión térmica.,13128.3,1255.8,11444.6,1595,734,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01942.jpg,none,none,0.95,No se detectan llamas ni columnas de humo; la escena muestra una calle rural tranquila con vegetación y nubes normales en el cielo.,14115.2,1266.6,12424.0,1595,795,64.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01945.jpg,none,none,0.98,La imagen muestra una carretera rodeada de vegetación y colinas bajo un cielo nublado; no hay evidencia visual de humo ascendente ni focos de fuego.,10277.4,1250.4,8596.2,1595,554,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01946.jpg,none,none,0.95,No se detectan llamas ni columnas de humo; la escena muestra vegetación y nubes normales bajo un cielo cubierto.,14818.2,1268.3,13123.3,1595,841,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01951.jpg,none,none,0.95,La imagen muestra una carretera rural con árboles y colinas al fondo bajo un cielo nublado; no se observan columnas de humo ni llamas.,10185.5,1249.4,8502.3,1595,548,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01953.jpg,none,none,0.98,No se observan llamas ni humo; la imagen muestra una escena diurna de carretera rural con nubes normales en el cielo y vegetación sin distorsión térmica.,10948.8,1251.4,9267.7,1595,598,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01958.jpg,none,none,0.95,La imagen muestra un paisaje diurno normal sin evidencia de llamas ni columnas de humo; las nubes en el cielo son meteorológicas y no indican fuego.,10780.3,1270.2,9081.2,1595,585,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01959.jpg,none,none,0.98,La imagen muestra una carretera rural con vegetación y postes de electricidad bajo un cielo parcialmente nublado; no se observan llamas ni columnas de humo.,11409.9,1265.0,9719.4,1595,629,64.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01960.jpg,none,none,0.95,La imagen muestra un paisaje montañoso bajo condiciones de niebla o nubes bajas durante la madrugada; no se observan puntos calientes ni columnas de humo distintivas que indiquen incendio.,17338.0,1268.8,15656.5,1595,1002,64.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01963.jpg,none,none,0.95,No se detectan columnas de humo ni llamas; las nubes en el cielo parecen normales y no hay fuentes de calor anómalas.,10837.9,1254.7,9153.6,1595,591,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01971.jpg,none,none,0.95,"La imagen muestra una escena diurna normal de un camino rural con vegetación y cielo despejado; no hay indicios de llamas, puntos calientes ni humo anómalo.",8604.3,1259.3,6910.7,1595,448,64.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01973.jpg,none,none,0.95,La imagen muestra una escena tranquila de una calle arbolada con nubes naturales en el cielo y ninguna evidencia visual de llamas o humo ascendente.,15022.4,1256.3,13337.1,1595,857,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01976.jpg,none,none,0.98,La imagen muestra una escena tranquila de un camino arbolado con nubes en el cielo al atardecer; no hay columnas de humo ni focos de fuego visibles.,13220.7,1242.4,11547.7,1595,739,64.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01982.jpg,none,none,0.95,No se observan llamas ni humo; las nubes en el cielo y la iluminación de las farolas son consistentes con un entorno normal al atardecer.,12401.0,1226.4,10746.5,1595,691,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01987.jpg,none,none,0.98,No se detectan signos de fuego ni humo; la imagen muestra una escena tranquila al atardecer con nubes naturales en el cielo y vegetación sin alteraciones.,8487.4,1254.9,6805.4,1595,439,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF01992.jpg,none,none,0.98,No se detectan llamas ni humo; la imagen muestra una escena residencial tranquila al atardecer con nubes naturales en el cielo y vegetación sin signos de combustión.,12165.3,1272.7,10466.8,1595,673,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02000.jpg,none,none,0.98,No hay indicios de fuego ni humo; la luz naranja brillante es una farola encendida y los tonos en el cielo corresponden a un atardecer normal.,14763.7,1267.8,13066.8,1595,837,64.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02002.jpg,none,none,0.95,La imagen muestra una escena tranquila de un vecindario al atardecer; la luz brillante a la derecha es claramente una farola artificial y las nubes en el cielo son naturales sin indicios de humo.,13002.5,1261.5,11312.2,1595,727,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02006.jpg,none,none,0.95,No se detectan signos de fuego ni humo; la fuente de luz naranja en el lado derecho es una farola encendida y los colores del cielo son consistentes con el atardecer.,13276.0,1264.9,11583.6,1595,744,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02013.jpg,none,none,0.95,La imagen muestra una escena de calle al atardecer con farolas encendidas y nubes naturales en el cielo; no se observan llamas ni humo anómalo.,12167.5,1232.0,10503.6,1595,677,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02016.jpg,none,none,0.92,La imagen muestra una escena de montaña cubierta por niebla o nubes bajas; no se observan puntos calientes ni penachos de humo ascendente desde el suelo.,20766.7,1255.2,19090.3,1595,1220,63.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02017.jpg,none,none,0.98,No se detectan signos de fuego ni humo; la fuente luminosa naranja brillante es una farola encendida y el cielo muestra nubes naturales sin columnas de humo.,9787.3,1252.6,8101.2,1595,523,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02021.jpg,none,none,0.95,No se detectan señales de fuego ni humo; la fuente de luz naranja brillante es una farola artificial encendida y no un punto caliente.,11277.2,1247.7,9602.7,1595,619,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02022.jpg,none,none,0.98,No se detectan llamas ni humo; la fuente de luz naranja es una farola artificial encendida y las nubes en el cielo son consistentes con condiciones atmosféricas normales al atardecer.,16848.4,1254.5,15166.8,1595,973,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02024.jpg,none,none,0.95,La imagen muestra una escena nocturna con iluminación artificial (farola) y nubes en el horizonte; no hay manchas de fuego ni humo visible.,11734.5,1268.5,10033.7,1595,646,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02033.jpg,none,none,0.98,No se detectan signos de fuego ni humo; la luz naranja brillante es una farola artificial y el cielo muestra condiciones normales de atardecer/noche.,13765.3,1257.7,12077.1,1595,776,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02034.jpg,none,none,0.95,No se detectan llamas ni humo; la luz brillante en el lado derecho es una farola artificial y las nubes son naturales.,11292.1,1255.5,9599.3,1595,620,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02046.jpg,none,none,0.95,La imagen muestra una escena nocturna o al atardecer con un farol encendido a la derecha que es la única fuente de luz brillante; no se observan llamas irregulares ni columnas de humo anómalas en el entorno.,11209.0,1254.3,9520.1,1595,612,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02066.jpg,none,none,0.95,La imagen muestra un paisaje verde y montañoso bajo condiciones de baja visibilidad con cielo nublado; no hay evidencia clara de llamas ni columnas de humo distintivas.,23630.3,1255.3,21957.6,1595,1397,63.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02071.jpg,none,none,0.95,No se detectan llamas ni humo; la luz naranja visible es una farola encendida y las nubes en el cielo son parte del ambiente nocturno normal.,10472.5,1251.8,8784.2,1595,565,64.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02085.jpg,none,none,0.98,La imagen muestra una carretera rural con vegetación y colinas al fondo sin evidencia de humo o llamas.,9982.5,1269.4,8276.4,1595,535,64.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02087.jpg,none,none,0.95,"La imagen muestra una carretera rural tranquila con vegetación y montañas al fondo bajo un cielo nublado; no se observan llamas, puntos de calor anómalos ni columnas de humo.",10189.7,1263.4,8499.7,1595,548,64.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02093.jpg,none,none,0.98,No se detectan llamas ni humo; la imagen muestra una carretera rural con vegetación y nubes naturales en el cielo bajo condiciones diurnas.,8865.6,1267.1,7160.4,1595,461,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02097.jpg,none,none,0.95,La imagen muestra una escena rural diurna con vegetación verde y nubes en el cielo; no hay evidencia de columnas de humo grisáceo ni puntos calientes brillantes que indiquen fuego.,12280.7,1239.4,10615.5,1595,682,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02101.jpg,none,none,0.95,"No se observan columnas de humo, llamas o distorsión térmica en la escena rural mostrada.",9433.0,1258.3,7743.7,1595,499,64.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02106.jpg,none,none,0.98,"La imagen muestra una escena diurna de una calle arbolada con colinas al fondo; no hay evidencia visual de humo, llamas ni distorsión térmica asociada a un incendio.",12120.3,1270.5,10416.4,1595,669,64.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF02111.jpg,none,none,0.98,No se observan columnas de humo ni llamas; el cielo muestra nubes normales y la visibilidad es clara.,6980.1,1252.1,5292.8,1595,343,64.8
