route,label,predicted_category,confidence,description,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04686.jpg,both,none,0.0,No fire or smoke signals detected in the image.,796.9,261.2,484.5,1201,49,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04688.jpg,fire,none,0.0,No fire or smoke signals detected in the image.,795.2,261.7,481.9,1201,49,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04701.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,899.3,261.6,584.9,1201,59,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04706.jpg,fire,none,0.0,No fire signals detected in the image.,776.4,261.1,457.3,1201,47,102.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04713.jpg,both,none,0.0,No clear indication of fire or smoke in the image provided.,816.8,261.7,505.9,1201,51,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04717.jpg,fire,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,889.8,260.9,571.7,1201,58,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04718.jpg,fire,none,0.0,No fire signals detected in the image.,775.5,262.0,461.3,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04739.jpg,fire,none,0.0,No fire signals detected in the image.,775.4,261.7,462.1,1201,47,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04742.jpg,fire,none,0.0,No fire or smoke detected in the image.,788.0,262.0,472.9,1201,48,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04747.jpg,fire,none,0.0,The image provided is too blurry and lacks clear visual cues to confidently identify any fire signals.,923.3,261.4,608.5,1201,61,100.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04752.jpg,fire,none,0.0,No fire or smoke detected in the image.,790.0,259.3,476.4,1201,48,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04754.jpg,fire,none,0.0,No fire signals detected in the image.,779.4,261.0,462.4,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04758.jpg,fire,none,0.0,No fire signals detected in the image.,777.2,260.6,458.7,1201,47,102.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04760.jpg,both,none,0.0,No fire signals detected in the image.,777.4,260.9,464.4,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04762.jpg,fire,none,0.0,No fire signals detected in the image.,778.6,262.4,466.9,1201,47,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04765.jpg,both,none,0.0,The image provided is too blurry and lacks clear visual cues to confidently identify any fire signals.,920.4,259.4,609.7,1201,61,100.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04767.jpg,both,none,0.0,No fire signals detected in the image.,777.0,259.5,464.6,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04785.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,902.7,260.7,586.0,1201,59,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04791.jpg,fire,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,890.8,260.9,576.5,1201,58,100.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04796.jpg,fire,none,0.0,No fire or smoke detected in the image.,785.5,259.9,473.9,1201,48,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04800.jpg,fire,none,0.0,No fire signals detected in the image.,776.6,261.9,463.2,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04805.jpg,both,none,0.0,No fire or smoke signals detected in the image.,797.5,259.7,485.2,1201,49,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04807.jpg,both,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,888.4,260.0,575.0,1201,58,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04815.jpg,fire,none,0.0,No fire or smoke detected in the image.,784.7,260.3,468.7,1201,48,102.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04816.jpg,fire,none,0.0,No fire signals detected in the image.,776.4,260.8,465.7,1201,47,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04823.jpg,fire,none,0.0,No fire signals detected in the image.,777.6,261.4,465.1,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04826.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,899.2,260.0,584.4,1201,59,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04830.jpg,both,none,0.0,The image provided is too blurry and lacks clear visual cues to confidently identify any fire signals.,920.3,262.1,603.5,1201,61,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04845.jpg,both,none,0.0,The image provided does not show any clear signs of fire or smoke.,837.2,260.1,524.8,1201,53,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04853.jpg,both,both,0.8,"The image shows both visible flames and smoke, with the fire appearing as bright white blobs and the smoke as grayish-white plumes.",991.0,259.0,675.1,1201,68,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04855.jpg,both,both,0.9,The image shows a night-time scene with both visible flames and smoke columns.,859.4,261.2,544.9,1201,55,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04859.jpg,both,both,0.8,The image shows a night-time scene with both visible flames and smoke.,849.9,261.4,533.4,1201,54,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04860.jpg,both,both,0.8,"The image shows both flames and smoke, with the fire appearing as bright white blobs and the smoke as grayish-white plumes.",983.2,260.7,667.8,1201,67,100.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04867.jpg,both,both,0.8,The image shows a night-time scene with both visible flames and smoke.,848.0,259.7,535.1,1201,54,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04878.jpg,both,none,0.0,The image provided is too blurry and lacks detail to confidently detect any fire signals.,887.8,259.4,577.1,1201,58,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04881.jpg,both,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,889.6,259.8,578.6,1201,58,100.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04885.jpg,both,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,892.2,262.3,573.8,1201,58,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04899.jpg,fire,none,0.0,No fire signals detected in the image.,777.0,261.3,460.7,1201,47,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04900.jpg,fire,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,900.5,261.4,584.0,1201,59,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04901.jpg,fire,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,890.0,261.7,575.9,1201,58,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04904.jpg,fire,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,889.8,262.0,575.8,1201,58,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04907.jpg,fire,none,0.0,No fire or smoke signals detected in the image.,796.6,261.3,484.1,1201,49,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04911.jpg,fire,none,0.0,No fire signals detected in the image.,776.5,262.3,464.6,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04917.jpg,fire,none,0.0,No fire or smoke detected in the image.,788.0,261.9,473.8,1201,48,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04925.jpg,fire,none,0.0,No fire or smoke signals detected in the image.,795.4,262.0,480.2,1201,49,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04927.jpg,both,none,0.0,No fire or smoke signals detected in the image.,797.2,262.9,485.7,1201,49,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04936.jpg,both,none,0.0,No fire or smoke signals detected in the image.,798.4,262.3,482.2,1201,49,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04939.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,898.8,259.7,589.5,1201,59,100.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04945.jpg,fire,none,0.0,No fire signals detected in the image.,782.3,260.9,464.6,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04956.jpg,fire,none,0.0,No fire signals detected in the image.,777.9,262.4,462.9,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04974.jpg,fire,none,0.0,No fire signals detected in the image.,776.0,260.2,463.0,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04984.jpg,fire,none,0.0,The image provided is too blurry and lacks detail to confidently identify any fire signals.,888.3,262.7,575.7,1201,58,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04988.jpg,fire,none,0.0,No fire signals detected in the image.,776.7,262.1,466.0,1201,47,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04990.jpg,fire,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,892.5,263.4,573.6,1201,58,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04995.jpg,both,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,891.6,261.0,575.2,1201,58,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04998.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,899.7,259.9,584.5,1201,59,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF04999.jpg,both,none,0.0,No fire or smoke signals detected in the image.,798.5,260.4,487.8,1201,49,100.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05003.jpg,both,none,0.0,No fire signals detected in the image.,778.5,259.7,464.7,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05013.jpg,both,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,893.3,262.2,578.0,1201,58,100.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05015.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently identify any fire signals.,901.4,262.0,588.2,1201,59,100.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05022.jpg,both,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,892.2,261.8,579.7,1201,58,100.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05030.jpg,fire,none,0.0,No clear evidence of fire or smoke in the image.,809.5,260.6,492.6,1201,50,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05039.jpg,fire,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,902.3,261.2,586.0,1201,59,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05044.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently identify any fire signals.,901.5,261.7,589.8,1201,59,100.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05045.jpg,both,none,0.0,No fire or smoke signals detected in the image.,798.1,260.2,484.5,1201,49,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05051.jpg,both,none,0.0,No fire or smoke signals detected in the image.,800.4,262.7,484.3,1201,49,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05052.jpg,both,none,0.0,No fire signals detected in the image.,778.7,261.7,466.9,1201,47,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05061.jpg,fire,none,0.0,No fire or smoke signals detected in the image.,800.0,261.8,485.2,1201,49,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05065.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently identify any fire signals.,900.6,261.4,587.1,1201,59,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05068.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,899.1,260.8,582.8,1201,59,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05071.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,902.9,260.3,586.4,1201,59,100.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05074.jpg,smoke,none,0.0,No fire signals detected in the image.,778.4,261.1,467.5,1201,47,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05085.jpg,smoke,none,0.0,No fire signals detected in the image.,770.4,260.2,463.2,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05104.jpg,smoke,none,0.0,No fire signals detected in the image.,778.2,261.9,463.1,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05106.jpg,smoke,none,0.0,No fire signals detected in the image.,777.0,262.0,461.3,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05118.jpg,smoke,none,0.0,No fire or smoke signals detected in the image.,803.1,260.6,483.6,1201,49,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05123.jpg,smoke,none,0.0,No fire signals detected in the image.,777.6,260.5,460.0,1201,47,102.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05128.jpg,smoke,none,0.0,No fire signals detected in the image.,770.1,260.9,461.7,1201,47,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05131.jpg,smoke,none,0.0,No fire signals detected in the image.,771.6,262.2,461.2,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05133.jpg,both,none,0.0,No clear fire signals detected in the image.,785.3,262.3,468.5,1201,48,102.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05143.jpg,smoke,none,0.0,No fire signals detected in the image.,785.0,262.0,464.2,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05150.jpg,smoke,none,0.0,No visible fire signals in the image.,783.7,260.6,467.4,1201,47,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05151.jpg,smoke,none,0.0,No fire signals detected in the image.,785.7,261.1,467.1,1201,47,100.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05154.jpg,smoke,none,0.0,No fire signals detected in the image.,786.1,260.2,468.4,1201,47,100.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05162.jpg,smoke,none,0.0,No fire signals detected in the image.,784.0,258.8,465.9,1201,47,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05166.jpg,smoke,none,0.0,No fire signals detected in the image.,783.3,262.1,461.5,1201,47,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05175.jpg,smoke,none,0.0,No fire signals detected in the image.,791.1,261.1,462.0,1201,47,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05178.jpg,smoke,none,0.0,No fire signals detected in the image.,786.5,260.4,464.8,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05179.jpg,smoke,none,0.0,No fire signals detected in the image.,786.0,261.8,466.2,1201,47,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05181.jpg,smoke,none,0.0,No fire signals detected in the image.,783.1,260.1,458.8,1201,47,102.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05183.jpg,smoke,none,0.0,No fire signals detected in the image.,782.3,262.1,465.2,1201,47,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05187.jpg,smoke,none,0.0,No visible fire signals in the image.,784.9,258.3,465.2,1201,47,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05192.jpg,smoke,none,0.0,No fire signals detected in the image.,786.9,261.5,466.8,1201,47,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05194.jpg,smoke,none,0.0,No fire signals detected in the image.,785.8,261.9,465.8,1201,47,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05202.jpg,smoke,none,0.0,No fire signals detected in the image.,784.4,260.1,464.0,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05208.jpg,smoke,none,0.0,No visible fire signals in the image.,787.7,262.4,465.0,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05217.jpg,smoke,none,0.0,No fire signals detected in the image.,783.0,261.6,462.7,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05219.jpg,smoke,none,0.0,No fire signals detected in the image.,782.3,260.2,465.1,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05220.jpg,smoke,none,0.0,No fire signals detected in the image.,786.2,260.4,466.5,1201,47,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05224.jpg,smoke,none,0.0,No fire signals detected in the image.,784.5,261.6,466.2,1201,47,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05230.jpg,smoke,none,0.0,No fire signals detected in the image.,784.5,258.8,464.8,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05236.jpg,smoke,none,0.0,No fire signals detected in the image.,781.6,260.7,461.7,1201,47,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05242.jpg,smoke,none,0.0,No fire signals detected in the image.,784.8,261.1,463.6,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05249.jpg,smoke,none,0.0,No fire signals detected in the image.,787.8,261.1,466.9,1201,47,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05252.jpg,none,none,0.0,No fire signals detected in the image.,784.7,259.2,462.7,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05256.jpg,smoke,none,0.0,No fire signals detected in the image.,786.1,261.4,463.4,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05259.jpg,smoke,none,0.0,No fire signals detected in the image.,786.8,260.6,467.5,1201,47,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05260.jpg,smoke,none,0.0,No fire signals detected in the image.,784.3,259.8,465.4,1201,47,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05263.jpg,smoke,none,0.0,No fire signals detected in the image.,788.0,262.6,466.3,1201,47,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05264.jpg,smoke,none,0.0,No fire signals detected in the image.,785.6,262.0,462.8,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05265.jpg,smoke,none,0.0,No fire signals detected in the image.,782.7,260.7,463.9,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05267.jpg,smoke,none,0.0,No fire signals detected in the image.,782.4,261.1,462.8,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05268.jpg,smoke,none,0.0,No fire signals detected in the image.,782.0,260.2,463.3,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05294.jpg,smoke,none,0.0,No fire signals detected in the image.,783.3,262.3,462.6,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05304.jpg,smoke,none,0.0,The image provided is of low quality and does not show any clear signs of fire or smoke.,891.2,259.9,574.1,1201,58,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05308.jpg,smoke,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently identify any fire signals.,902.6,262.8,582.8,1201,59,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05318.jpg,smoke,none,0.0,No fire signals detected in the image.,782.5,261.0,463.1,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05328.jpg,smoke,none,0.0,No fire signals detected in the image.,782.6,259.4,465.8,1201,47,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05333.jpg,smoke,none,0.0,No fire signals detected in the image.,783.9,261.0,464.4,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05339.jpg,smoke,none,0.0,No fire signals detected in the image.,780.4,261.9,464.5,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05340.jpg,smoke,none,0.0,No fire signals detected in the image.,786.0,261.2,464.3,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05344.jpg,smoke,none,0.0,The image provided is too blurry and lacks detail to confidently detect any fire signals.,892.3,258.9,579.1,1201,58,100.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05346.jpg,smoke,none,0.0,No fire signals detected in the image.,785.7,260.2,464.4,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05356.jpg,smoke,none,0.0,The image provided is of low quality and does not show any clear signs of fire or smoke.,895.8,262.4,575.6,1201,58,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05358.jpg,smoke,none,0.0,No fire signals detected in the image.,789.9,259.3,464.8,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05364.jpg,smoke,none,0.0,No fire signals detected in the image.,786.9,260.9,461.4,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05367.jpg,smoke,none,0.0,No clear indications of fire or smoke in the image.,820.8,261.6,503.4,1201,51,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05369.jpg,both,none,0.0,No fire signals detected in the image.,783.8,261.4,460.9,1201,47,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05379.jpg,smoke,none,0.0,No clear signs of fire or smoke in the image.,815.0,261.8,495.1,1201,50,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05399.jpg,smoke,none,0.0,No fire or smoke signals detected in the image.,800.2,262.6,488.0,1201,49,100.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05400.jpg,smoke,none,0.0,No fire signals detected in the image.,785.0,261.8,465.5,1201,47,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05407.jpg,smoke,none,0.0,No fire signals detected in the image.,783.1,261.4,463.6,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05408.jpg,smoke,none,0.0,No fire signals detected in the image.,781.1,260.4,466.1,1201,47,100.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05426.jpg,smoke,none,0.0,No fire signals detected in the image.,783.6,260.0,464.8,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05438.jpg,smoke,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently identify any fire signals.,899.0,259.9,583.9,1201,59,101.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05441.jpg,smoke,none,0.0,The image provided is too blurry and lacks clear details to confidently identify any fire signals.,897.9,260.4,584.8,1201,59,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05444.jpg,both,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,889.4,261.1,575.8,1201,58,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05448.jpg,both,none,0.0,The image provided is too blurry and lacks sufficient detail to confidently detect any fire signals.,898.3,261.8,586.9,1201,59,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05451.jpg,smoke,none,0.0,No fire signals detected in the image.,791.3,261.5,463.2,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF05452.jpg,both,none,0.0,The image provided is too blurry and of low quality to confidently detect any fire signals.,887.2,259.6,575.3,1201,58,100.8
